"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_347377","A/H1N1pdm09","Crick Worldwide Influenza Centre","Public Health Agency of Sweden"
"EPI_ISL_334369","A/H1N1pdm09","Public Health Agency of Sweden",NA
"EPI_ISL_339880","A/H1N1pdm09","Centers for Disease Control and Prevention","Institute of Epidemiology and Infectious Diseases AMS of Ukraine"
"EPI_ISL_341266","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_15083891","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_331354","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"EPI_ISL_330089","A/H1N1pdm09","University of Bari","UOC Policlinico di Bari DIMO"
"EPI_ISL_298840","A/H1N1pdm09","Institut Pasteur",NA
"EPI_ISL_335350","A/H1N1pdm09","Instituto de Salud Carlos III","Servicio de Microbiología Hospital Universitario Marqués de Valdecilla"
"EPI_ISL_351383","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"MK502624","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_335418","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_345955","A/H1N1pdm09","Swiss National Reference Centre for Influenza","Swiss National Reference Centre for Influenza"
"EPI_ISL_400501","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_376065","A/H1N1pdm09","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_407717","A/H1N1pdm09","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_336203","A/H1N1pdm09","Public Health Agency of Sweden",NA
"EPI_ISL_377268","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institute of Public Health (Macedonia)"
"EPI_ISL_372928","A/H1N1pdm09","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_416184","A/H1N1pdm09","Crick Worldwide Influenza Centre","Barcelona, Facultad de Medicina"
"EPI_ISL_411181","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto Nacional de Saude (INSA)"
"EPI_ISL_356051","A/H1N1pdm09","Public Health Agency of Sweden",NA
"EPI_ISL_345667","A/H1N1pdm09","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_406342","A/H1N1pdm09","Crick Worldwide Influenza Centre","Statens Serum Institute"
"EPI_ISL_352174","A/H1N1pdm09","UCD National Virus Reference Laboratory","UCD National Virus Reference Laboratory"
"EPI_ISL_341284","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_350635","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"MK927238","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_338353","A/H1N1pdm09","Swiss National Reference Centre for Influenza","Swiss National Reference Centre for Influenza"
"EPI_ISL_336134","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_343567","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_364889","A/H1N1pdm09","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_406328","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_407225","A/H1N1pdm09","Finnish Institute for Health and Welfare, THL","Helsinki University Central Hospital, Laboratory Services (HUSLAB)"
"EPI_ISL_351416","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_376080","A/H1N1pdm09","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_339321","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"MK839787","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_388878","A/H1N1pdm09","Crick Worldwide Influenza Centre","Public health institute of the Republic of Srpska"
"EPI_ISL_404217","A/H1N1pdm09","Public Health Agency of Sweden","Public Health Agency of Sweden"
"EPI_ISL_356029","A/H1N1pdm09","Public Health Agency of Sweden",NA
"EPI_ISL_406349","A/H1N1pdm09","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_349472","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_367910","A/H1N1pdm09","Crick Worldwide Influenza Centre","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_338835","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_481427","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza","Robert Koch-Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_15612046","A/H1N1pdm09","National Institute of Public Health (Czech Republic)","National Institute of Public Health"
"EPI_ISL_498301","A/H1N1pdm09","Crick Worldwide Influenza Centre","Health Protection Inspectorate"
"EPI_ISL_412073","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_508585","A/H1N1pdm09","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_447823","A/H1N1pdm09","Public Health Agency of Sweden","Public Health Agency of Sweden"
"EPI_ISL_463784","A/H1N1pdm09","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_414611","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_514261","A/H1N1pdm09","Cantacuzino Institute","Cantacuzino Institute"
"EPI_ISL_463819","A/H1N1pdm09","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_412444","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_462104","A/H1N1pdm09","Crick Worldwide Influenza Centre","University of Sarajevo"
"EPI_ISL_411970","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_412103","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","Institute of Public Health"
"EPI_ISL_435307","A/H1N1pdm09","National Institute of Public Health (Czech Republic)","National Institute of Public Health"
"EPI_ISL_527205","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto de Salud Carlos III"
"EPI_ISL_477405","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_407917","A/H1N1pdm09","Statens Serum Institute","Statens Serum Institute"
"EPI_ISL_467726","A/H1N1pdm09","Finnish Institute for Health and Welfare, THL","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_536815","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto de Salud Carlos III"
"EPI_ISL_457710","A/H1N1pdm09","UCD National Virus Reference Laboratory","UCD National Virus Reference Laboratory"
"EPI_ISL_482805","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza","Robert Koch-Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_412019","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_527226","A/H1N1pdm09","Crick Worldwide Influenza Centre","Central Veterinary Institute Budapest"
"EPI_ISL_534057","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","Institute of Epidemiology and Infectious Diseases AMS of Ukraine"
"EPI_ISL_527202","A/H1N1pdm09","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_411977","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_498334","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto de Salud Carlos III"
"EPI_ISL_462134","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto Nacional de Saude (INSA)"
"EPI_ISL_527274","A/H1N1pdm09","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_477485","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_411982","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_410371","A/H1N1pdm09","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_11323852","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_4005744","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_9714256","A/H1N1pdm09","Instituto de Salud Carlos III","Instituto de Salud Carlos III"
"EPI_ISL_7638011","A/H1N1pdm09","Public Health Agency of Sweden","Klinisk mikrobiologi, Viruslab Huddinge,  Karolinska Universitetslaboratoriet Karolinska Universitetssjukhuset"
"EPI_ISL_10814587","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_5136241","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_14759168","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institut Pasteur"
"EPI_ISL_8896338","A/H1N1pdm09","Instituto de Salud Carlos III","Servicio de Microbiología Hospital Virgen de la Arrixaca"
"EPI_ISL_9140504","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_12241609","A/H1N1pdm09","Crick Worldwide Influenza Centre","Croatian Institute of Public Health"
"EPI_ISL_11323845","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_10347101","A/H1N1pdm09","Instituto de Salud Carlos III","Servicio de Microbiología Hospital Virgen de la Arrixaca"
"EPI_ISL_11814541","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_5135622","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_10814567","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_8808699","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institut Pasteur"
"EPI_ISL_9402265","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institut Pasteur"
"EPI_ISL_12709098","A/H1N1pdm09","Centers for Disease Control and Prevention","Institute of Immunology and Virology Torlak"
"EPI_ISL_12241583","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institute of Public Health"
"EPI_ISL_9140521","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_9680462","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_5135673","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_8710633","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_9702166","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_9402272","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institut Pasteur"
"EPI_ISL_8708963","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","PAMM"
"EPI_ISL_12241596","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_4005748","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_11814509","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_12709103","A/H1N1pdm09","Centers for Disease Control and Prevention","National Institute for Medical Research"
"EPI_ISL_9775385","A/H1N1pdm09","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_5743024","A/H1N1pdm09","Public Health Agency of Sweden","Klinisk mikrobiologi, Viruslab Huddinge,  Karolinska Universitetslaboratoriet Karolinska Universitetssjukhuset"
"EPI_ISL_10434303","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Royal GD"
"EPI_ISL_13699522","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_17505314","A/H1N1pdm09","Crick Worldwide Influenza Centre","UK Health Security Agency - Colindale"
"EPI_ISL_15942826","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_16614785","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_15677016","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"EPI_ISL_16664076","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_16633804","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_17246615","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_12429485","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","IJsselland Ziekenhuis"
"EPI_ISL_17063115","A/H1N1pdm09","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_16100769","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_16681535","A/H1N1pdm09","UCD National Virus Reference Laboratory","UCD National Virus Reference Laboratory"
"EPI_ISL_16460630","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_17063030","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institute of Public Health"
"EPI_ISL_16679045","A/H1N1pdm09","Statens Serum Institute","Statens Serum Institut"
"EPI_ISL_12555175","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_15803243","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_15888844","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_16886974","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_12241595","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_11449472","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Haga Ziekenhuis"
"EPI_ISL_10945285","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Gelre ziekenhuizen"
"EPI_ISL_16477508","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_16810077","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_16681942","A/H1N1pdm09","Swiss National Reference Centre for Influenza","Swiss National Reference Centre for Influenza"
"EPI_ISL_15728532","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_16095993","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_12677324","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_16745074","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_289015","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Aichi Prefectural Institute of Public Health"
"EPI_ISL_340041","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Osaka Prefectural Institute of Public Health"
"EPI_ISL_395556","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Yokohama City Institute of Public Health."
"EPI_ISL_333604","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Yokohama City Institute of Public Health."
"EPI_ISL_335488","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Aomori Prefectural Institute of Public Health and Environment"
"MK763880","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"MK380038","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"MK635592","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"MK785478","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_395555","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Yokohama City Institute of Public Health."
"EPI_ISL_352941","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Yamanashi Institute for Public Health"
"EPI_ISL_320159","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Fukui Prefectural Institute of Public Health"
"MK839301","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"MK868727","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_335504","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Sapporo City Institute of Public Health"
"EPI_ISL_342364","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"EPI_ISL_335491","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Institute of Infectious Diseases (NIID)"
"MK839300","A/H1N1pdm09","United States Air Force, USAFSAM/PHE",NA
"EPI_ISL_332416","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","Fukushima Prefectural Institute of Public Health"
